SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q0512,Q0406,Q0503,Q0504,Q0509,Q0511,Q051102,Q051901,Q051902,Q051903,Q051904,Q051905,Q051906,Q051907
98,2,52,2,2,5,6,3,1,2024,1, ,1300,1, ,9,10,4,6,9,9,9, , , , , , , 
5,2,63,4,1,1,2,2,1,2023,1, ,1300,1, ,10,8,3,6,10,10,8, , , , , , , 
3,1,60,1,2,6,13,5,1,2023,1, ,2900,1, ,7,7,8,98,7,8,7, , , , , , , 
98,1,39,15, , , , ,1,2023,5, , , ,7,5,7,4,98,8,5,1, , , , , , , 
2,1,40,4,2,4,4,99,1,2024,1, ,1600, , ,5,6,98,98,6, ,5, , , , , , , 
98,1,55,1,2,6,8,6,1,2023,4,1,1600,1, ,7,9,4,1,10,8,5, , , , , , , 
98,1,48,8,2,5,5,4,1,2024,1, ,2000,1, ,6,5,3,98,7,6,6, , , , , , , 
98,2,55,12,2,6,5,2,1,2023,1, ,2500,1, ,10,7,4,1,9,9,9, , , , , , , 
98,1,50,12,2,5,6,5,1,2024,4,1,1600,1, ,7,8,3,6,9,7,8,1,1,1,1,1,1,1
1,1,56,7,2,6,10,10,1,2023,1, ,2000,3, ,5,7,4,98,7, ,7, , , , , , , 
98,1,48,11,2,5,10,10,1,2023,1, ,3500,3, ,7,7,2,98,9,8,7, , , , , , , 
5,1,63,8,2,6,11,10,1,2024,1, ,3500,3,5,5,6,4,6,5,5,5, , , , , , , 
98,2,28,8,1,1,99,99,1,2024,1, ,1300,1, ,8, ,3,97,9, ,9, , , , , , , 
98,2,62,8, , , , ,1,2023,3, ,2000,3, ,6,7,9,1,8,7,8, , , , , , , 
4,1,65,1,2,7,12,12,1,2023,1, ,3500,3, ,9,9,4,6,9,9,9, , , , , , , 
98,2,59,6,97,6,11,11,1,2023,1, ,2000,3, ,6,9,3,6,8,9,4, , , , , , , 
3,1,58,8,2,6,12,11,1,2023,1, ,2500,1, ,7,7,3,6,7,7,7, , , , , , , 
98,1,55,8,2,6,13,13,1,2023,4,1,1600,1, ,10,8,11,7,6,4,6, , , , , , , 
98,1,51,8,2,7,5,4,1,2023,2, ,2000,1,5,6,8,98,6,8, ,5, , , , , , , 
5,1,55,8,2,6,6,4,1,2023,1, ,2000, , ,8, , , , ,6,4, , , , , , , 
3,2,32,4,2,2,5,2,1,2023,4,1,1600,1, ,8,9, , , ,10,8, , , , , , , 
98,2,34,8,1,6,8,4,1,2023,1, ,1600,1, ,8, ,3,98,8,7,7, , , , , , , 
98,2,64,1,97,1,4,4,1,2023,4,1,4500,3, ,9,9,3,4,10,9,9, , , , , , , 
98,1,62,8,97,6,6,4,1,2024,1, ,1600,1, ,7, ,10,97,8,5,8, , , , , , , 
98,1,49,8,1,1,2,2,1,2023,3, ,3000,2,6,9, ,3,97,8,9,8, , , , , , , 
98,1,56,8,2,6,7,3,1,2024,5, , , ,6,9,9,4,98,10, ,10, , , , , , , 
98,2,60,4,97,1,4,4,1,2023,3, ,2000,1, ,2,7,3,4,4,3,2, , , , , , , 
3,1,58,1,2,6,9,7,1,2024,1, ,2500,1, ,8,8,2,1,8,8,7,1,1,1,1,1,1,1
5,1,52,11,2,5,10,10,1,2024,1, ,2000,1, ,9,9,4,1,9,9,9, , , , , , , 
3,1,51,8,2,5,7,7,1,2023,5, , , , ,5, , , , ,8,8,1,2,2,1,2,2,1
1,1,65,8,2,6,8,6,1,2023,4,1,1600,3,5,9, , , , ,9,9,1,1,1,1,1,1,1
98,1,52,8,2,6,7,5,1,2024,5, , , , ,7,8,4,7,8,9,6, , , , , , , 
98,2,46,8,2,2,10,6,1,2024,1, ,2500,3,5,8,9,4,1,10, ,8, , , , , , , 
98,1,31,15,1,1,3,3,1,2023,1, ,1000,1, ,9, , , , ,9,8,1,1,1,1,2,1,1
1,1,45,4,2,4,5,5,1,2024,1, ,2000,1, ,10,10,3,97,10,10,9, , , , , , , 
98,1,42,6,2,5,6,4,1,2023,4,1,1600,1,6,10,9,2,97,10,10,10, , , , , , , 
3,1,24,4,1,6,7,6,1,2024,4,1,2000, , ,5, , , , , ,5, , , , , , , 
5,1,66,1,2,6,8,5,1,2023,3, ,2000,1, ,9,9,3,6,9,10,10, , , , , , , 
5,1,53,5,1,1,2,2,1,2023,1, ,1000,1, ,9, , , , ,9,9,1,1,1,1,1,1,1
98,2,59,1,1,1,8,8,1,2023,4,1,1600,1, ,9,8,4,6,10,10,10, , , , , , , 
98,1,50,8,1,1,3,3,1,2023,1, ,1000, ,5,10,9,4,7,10,10,10, , , , , , , 
98,1,50,12,2,5,5,3,1,2024,1, ,1500,1, ,10,10,3,98,10,10,10, , , , , , , 
98,1,32,8,2,2,4,4,1,2024,3, ,3000,3, ,6,9,11,98,9,9,8, , , , , , , 
2,1,62,1,2,7,13,13,1,2024,1, ,3500,3, ,7,5,4,98,5, ,7,1,1,1,1,1,1,1
98,1,69,8,2,6,5,4,1,2023,1, ,3500,3, ,7, , , , ,8,8,1,1,1,1,1,1,1
98,1,48,8,2,3,10,4,1,2023,1, ,2000,1, ,4, ,10,98,8,8,6, , , , , , , 
5,1,57,8,2,6,7,3,1,2024,1, ,2000,1, ,7,10,4,1,10,10,7, , , , , , , 
3,2,46,8,2,5,3,3,1,2023,1, ,1000, ,5,6,6,98,97,6,6,6,1,1,1,1,1,1,1
4,1,33,12,2,2,5,3,1,2023,5, , , , ,7,8, , , , ,7, , , , , , , 
98,1,59,8,97,6,9,4,1,2024,1, ,1600, , ,8, ,2,4,8,8,8, , , , , , , 
5,1,50,8,2,6,6,4,1,2023,1, ,2000,1, ,9,9,9,1,9,8,8, , , , , , , 
98,1,45,8,2,5,5,5,1,2023,1, ,2000,1, ,10,10,3,1,10,10,10, , , , , , , 
98,1,49,12,97,5,3,3,1,2024,2, ,2000, , ,10,10,3,1,10,9,10,1,1,1,1,1,1,1
98,1,69,1,2,7,10,10,1,2024,1, ,4500,3, ,8,9,4,7,9,9,7, , , , , , , 
5,2,58,1,2,7,8,3,1,2023,1, ,2200,1,5,9,8,4,2,9,9,9, , , , , , , 
2,1,62,1,2,7,10,6,1,2024,1, ,2500,1,5,8,8,2,6,9,5,8, , , , , , , 
98,1,52,1,2,7,6,3,1,2023,1, ,2500,3,5,8, ,2,6,10, ,6, , , , , , , 
98,1,29,14,1,1,3,3,1,2024,1, ,1600,1, ,8,7,3,7,10,10,9, , , , , , , 
98,1,63,15,2,6,5,4,1,2024,1, ,2500,1,5,9, ,3,97,9, ,9, , , , , , , 
98,1,58,15,2,6,5,4,1,2023,4,1,1600,1,5,9,9, , , , ,9, , , , , , , 
98,1,55,8,2,6,10,9,1,2024,1, ,2500,1, ,9,8,4,6,8,9,9, , , , , , , 
98,1,53,8,2,6,3,98,1,2023,1, ,2000,3, ,9,9,4,5,9, ,8, , , , , , , 
98,1,30,2,1,1,3,3,1,2024,1, ,1500,1, ,9,8,98,6,9, ,10, , , , , , , 
2,2,32,11,1,1,7,7,1,2023,1, ,2200,1, ,8,9,4,6,7,9,8, , , , , , , 
98,1,69,6,97,1,6,6,1,2024,1, ,2500,1, ,10, ,2,98,10,10,9, , , , , , , 
5,2,49,11,2,5,9,6,1,2024,4,1,2000, , ,8,8,4,5,9,9,8, , , , , , , 
98,1,39,1,2,4,8,4,1,2023,4,1,1600,1,6,9,8,3,7,9, ,9, , , , , , , 
98,1,33,8,2,4,7,4,1,2024,1, ,2500,1, ,7,9, , , , ,9, , , , , , , 
98,1,36,8, , , , ,1,2023,2, ,3500,1, ,10,10,3,98,10,10,10, , , , , , , 
98,2,55,1,97,1,11,11,1,2023,1, ,2500,1, ,8,9,2,4,9,8,8, , , , , , , 
98,1,68,1,2,7,5,4,1,2023,1, ,1600,1, ,6,6,4,3,7, ,7, , , , , , , 
98,1,48,1,2,5,9,8,1,2023,1, ,3500,1,7,10,10,2,6,10, ,9, , , , , , , 
2,2,59,9,2,6,7,2,1,2023,1, ,1000, ,5,8, ,8,6,9,8,8, , , , , , , 
98,1,62,8,2,6,4,4,1,2024,4,1,1600,3,6,7,8,8,98,8,5,4, , , , , , , 
2,1,42,8,2,5,8,5,1,2024,4,1,1600,3,6,5,6,4,98,5,6,1, , , , , , , 
1,1,47,7,2,4,3,3,1,2024,1, ,4300,2, ,10,10, , , ,5,4,1,1,1,1,1,1,1
98,2,38,15,2,5,6,1,1,2023,4,1,1600,3,6,9, ,10,4,10,10,10, , , , , , , 
98,2,38,1,2,4,99,99,1,2023,3, ,2200,3, ,8,9,10,97,9,9,8, , , , , , , 
5,1,41,15,1,1,3,3,1,2023,1, ,1600,1, ,8,8,3,98,8, ,8, , , , , , , 
4,1,59,15,2,6,11,7,1,2023,4,1,1600,1,6,9,7,4,6,9,9,9, , , , , , , 
5,2,63,8,2,6,99,99,1,2024,4,1,1600,1, ,10,10, , , ,10,10, , , , , , , 
4,2,39,8,2,4,6,4,1,2023,3, ,2200,1,9,8, ,98,6,8, ,8, , , , , , , 
98,2,40,8,2,2,6,2,1,2024,1, ,1000, ,5,10,10,98,98,10,10,10, , , , , , , 
98,2,45,4,2,5,5,98,1,2024,4,1,1600,1,6,9,9,8,6,9, ,9, , , , , , , 
5,1,49,7,2,5,5,3,1,2023,4,1,1600,1, ,6,7,9,6,9, ,9, , , , , , , 
98,1,42,9,2,5,6,3,1,2024,1, ,1600,3, ,4,3,4,98,3,5,4, , , , , , , 
98,1,47,8,2,5,6,6,1,2024,4,1,1600,1,6,7, ,8,98,8,8,1, , , , , , , 
98,2,27,11,1,1,8,8,1,2024,1, ,1600,2, ,6,8,5,98,9, ,7, , , , , , , 
98,1,69,8,2,6,4,2,1,2024,4,1,1600,3, ,9,9,4,2,9,9,9, , , , , , , 
98,1,48,17,2,6,10,6,1,2024,1, ,3500,3, ,7,7,4,98,6, ,6,1,1,2,1,1,1,1
98,2,36,9,2,2,5,3,1,2023,1, ,1000,1, ,8, , , , ,8,6,2,1,2,2,1,1,1
98,1,50,1,2,5,11,8,1,2024,4,1,2000, , ,7, , , , , ,8, , , , , , , 
98,1,45,1, , , , ,1,2023,1, ,2000,3, ,6,5,4,1,6,6,5, , , , , , , 
98,1,51,12,2,5,5,3,1,2023,1, ,1600,1, ,7,7,3,4,8,7,7, , , , , , , 
98,1,65,6,2,7,11,5,1,2024,5, , , , ,7,7,4,6,8, ,7, , , , , , , 
1,1,53,1,2,5,2,2,1,2024,2, ,1000, ,5,10,10,1,98,10,10,10, , , , , , , 
4,2,38,4,2,4,10,4,1,2023,1, ,3800,1,7,10,8,10,98,9, ,10, , , , , , , 
98,2,43,12,2,5,5,1,1,2023,1, ,1300,1, ,8,9, , , ,8,8, , , , , , , 
5,1,44,3,2,4,9,6,1,2024,3, ,2200,2, ,8, ,2,98,10,8,7, , , , , , , 
2,1,47,15,2,6,3,3,1,2023,3, ,1600,1, ,10,10,98,1,10,10,10, , , , , , , 
1,2,31,1,1,1,3,3,1,2024,1, ,1600,1, ,8,10,4, , ,9,6, , , , , , , 
98,1,45,8,2,5,10,10,1,2024,1, ,2000,1, ,7,7,3,2,7,7,7, , , , , , , 
98,2,56,1,2,6,99,99,1,2024,4,1,2000, , ,10, ,4,6,10,10,10, , , , , , , 
98,2,31,6,1,7,5,3,1,2024,1, ,2000,1, ,7,9,4,6,9, ,9, , , , , , , 
5,2,54,10,2,6,4,2,1,2024,1, ,1600,3, ,5, ,10,1,6, ,6,1,1,1,1,1,1,1
4,1,40,2,2,4,9,8,1,2024,1, ,3000,3, ,6,8,3,98,7,7,4, , , , , , , 
5,2,31,8,1,1,10,10,1,2023,1, ,1500,1, ,5,8, , , ,8,8, , , , , , , 
5,2,33,8,1,6,7,5,1,2023,1, ,1300,1, ,7,8,4,6,8,8,7, , , , , , , 
98,2,55,2,2,6,11,6,1,2024,1, ,2500,1,5,8,8,2,4,8,9,9, , , , , , , 
98,2,42,2,2,3,7,3,1,2024,4,1,1600,3,6,8,7,3,6,8, ,7, , , , , , , 
1,2,69,11,2,7,13,2,1,2024,5, , , , ,10, ,11,4,10, ,10,1,2,1,1,1,1,1
98,1,64,13,2,6,2,2,1,2024,4,1,1600,1,5,10,9,6,6,10,9,10, , , , , , , 
98,2,55,4,97,6,7,3,1,2024,4,1,1600,1, ,10, ,3,6,10,10,9, , , , , , , 
98,2,45,12,2,5,8,3,1,2024,1, ,3000,3,5,6,5,1,6,5,6,6, , , , , , , 
98,1,40,8,2,5,11,8,1,2024,5, , , , ,9,9,2,6,10,8,9, , , , , , , 
98,2,60,1,2,3,5,2,1,2023,1, ,2500,1,5,7,8,4,6,9,9,8, , , , , , , 
5,1,59,8,2,6,10,5,1,2024,5, , , , ,6,5,8,98,6,6,6, , , , , , , 
98,2,49,8,2,5,5,2,1,2023,1, ,3200,3, ,5, , , , ,6,3, , , , , , , 
98,1,38,8,97,1,3,3,1,2024,4,1,1600,1,7,1,2,98,98,3,1,1, , , , , , , 
98,2,42,8,2,5,7,3,1,2024,4,1,1600,3,6,8, ,3,98,8,8,8, , , , , , , 
98,2,45,8,2,5,8,3,1,2024,4,1,1600,1,7,10,9,3,98,10,10,10, , , , , , , 
98,2,46,8,2,5,8,4,1,2023,1, ,3600,3, ,8,10,4,98,9,9,9, , , , , , , 
98,2,56,14,2,6,9,5,1,2023,1, ,1600,1, ,8, ,1, , , ,9, , , , , , , 
98,1,43,2,2,5,4,3,1,2024,4,1,1600,1,6,8,9,3,6,10,9,9, , , , , , , 
1,1,54,8,2,6,11,11,1,2023,1, ,1500,1, ,5,6, , , ,6,6, , , , , , , 
98,1,41,2,1,1,3,3,1,2023,4,1,1600,1,5,8,8,3,98,8,8,8, , , , , , , 
98,1,69,14,2,6,3,3,1,2024,1, ,1600,1, ,7,8,3,6,8,7,5, , , , , , , 
98,2,60,13,2,6,8,5,1,2023,1, ,2200,1, ,5,5,3,6,8,8,7, , , , , , , 
98,2,45,4,2,5,7,3,1,2024,4,1,1600,1,7,7,7,4,7,7,7,7, , , , , , , 
98,1,20,8,1,6,4,1,1,2023,4,1,1600,3,6,8,8,8,6,8,8,8, , , , , , , 
98,1,51,8,2,3,5,3,1,2023,1, ,1300,1, ,5,5,3,6,5,5,4, , , , , , , 
98,1,53,5,2,6,7,5,1,2023,1, ,2500,3,5,10,9, , , ,7,9, , , , , , , 
98,2,54,15,2,6,9,3,1,2023,1, ,3800,1, ,7,8,2,3,8,7,7, , , , , , , 
4,2,27,6,1,1,2,2,1,2023,1, ,1600,3, ,8,8,5,4,8,8,8, , , , , , , 
98,1,32,8,1,1,4,4,1,2023,1, ,2000,1, ,5, ,3,98,5, ,3, , , , , , , 
98,2,27,2,1,6,99,4,1,2024,1, ,1600, , ,8, , , , , ,9, , , , , , , 
98,1,46,6,2,4,4,4,1,2023,3, ,1600,1, ,5,7,98,97,7, ,7, , , , , , , 
98,1,52,2,2,5,5,3,1,2023,2, ,1000, ,5,9,8,12,6,8,7,8,1,1,1,1,1,1,1
98,2,47,7,2,6,4,98,1,2024,4,1,2000, , ,9,8,1,98,10, ,10, , , , , , , 
98,1,37,15,1,6,3,2,1,2023,1, ,2000,1, ,7,7,4,6,8,7,7, , , , , , , 
1,2,65,15,2,7,11,2,1,2024,1, ,2000,1, ,8,10,4,6,10, ,8, , , , , , , 
5,2,33,1,1,6,6,3,1,2024,4,1,1600,1, ,10,7, , , , ,10, , , , , , , 
98,2,54,7,2,7,8,3,1,2024,1, ,3000,3,5,8, ,11,98,8,8,8,1,1,1,1,1,1,2
5,1,50,13,2,5,10,5,1,2024,1, ,1600,1, ,8,8,2,3,9,9,9, , , , , , , 
98,1,63,8,2,7,7,7,1,2023,4,1,2500,1, ,9,9,4,3,10, ,9, , , , , , , 
98,2,55,15,2,6,7,1,1,2023,2, ,3500,1, ,7, , , , , ,7, , , , , , , 
98,2,58,8,2,6,5,3,1,2024,1, ,2500,1, ,7, ,1,98,10, ,8, , , , , , , 
98,1,37,8,1,6,99,3,1,2024,4,1,1600,1, ,9,9,4,1,10,9,9, , , , , , , 
4,2,43,5,2,5,8,99,1,2023,1, ,3800,3,8,5,5,3,1,5,4,3, , , , , , , 
98,1,51,8,2,5,11,6,1,2023,4,1,1600,1,6,7,7,98,98,8,8,6, , , , , , , 
4,2,52,1,2,6,10,4,1,2024,3, ,3800,3,7,8,7,10,1,8, ,7, , , , , , , 
98,2,36,8,1,1,3,3,1,2023,1, ,1600, , ,7, ,10,1,6, ,6, , , , , , , 
98,2,33,8,2,2,4,2,1,2024,4,1,1600,1,5,8,7,4,6,10,8,8, , , , , , , 
3,1,55,1,2,6,11,11,1,2023,5, , , , ,8, ,12,1,9,8,8, , , , , , , 
98,2,40,15,2,5,4,99,1,2023,1, ,2000,1, ,8,7,5,4,8,8,8, , , , , , , 
98,2,51,14,2,6,6,2,1,2024,1, ,1000,1, ,10, ,2,6,10,10,10,1,1,2,2,2,1,2
98,1,66,12,2,6,2,2,1,2023,1, ,1000,1, ,9, ,3,98,9,4,7,1,1,1,2,2,1,1
98,1,57,5,2,6,5,5,1,2023,1, ,2000, , ,10,10,4,98,10,10,10, , , , , , , 
1,1,48,8,2,5,12,8,1,2023,5, , , , ,8,9, , , ,9,8, , , , , , , 
98,1,39,1,2,4,8,6,1,2024,1, ,2000,1, ,8,8,3,1,9,8,7, , , , , , , 
5,1,27,8,1,1,3,3,1,2023,1, ,1000, ,5,10, ,3,98,10,10,10, , , , , , , 
3,1,29,1,1,1,4,4,1,2023,3, ,2200,2, ,6, , , , , ,6, , , , , , , 
98,1,38,7, , , , ,1,2023,1, ,2500,1,5,6, ,10,98,10, ,10, , , , , , , 
98,1,70,9,2,7,2,2,1,2023,4,1,1600,1, ,6,7, , , ,7,7, , , , , , , 
98,2,57,3,97,1,2,2,1,2023,1, ,1600,3, ,9,10,98,3,10,9,9, , , , , , , 
98,1,52,1,2,5,11,10,1,2024,1, ,2500,1, ,9, ,3,6,9,9,8, , , , , , , 
5,1,37,11,2,2,6,4,1,2023,1, ,1600,1, ,8,8,4,3,10,10,9, , , , , , , 
98,2,50,8,2,6,5,1,1,2024,4,1,1600,1, ,7,9,4,7,8,8,7, , , , , , , 
5,1,50,8,2,5,8,6,1,2024,3, ,2000,1, ,8,9,3,98,9,9,8, , , , , , , 
98,1,40,4,1,1,6,6,1,2024,4,1,1600,1, ,7,8,3,6,8,8,6, , , , , , , 
4,1,70,9,2,7,11,5,1,2024,1, ,1600, , ,8,8,2,7,8,8,8, , , , , , , 
98,1,32,8,2,4,4,2,1,2024,5, , , , ,8, ,11,98,7,7,5, , , , , , , 
2,1,48,1,2,6,4,3,1,2023,1, ,2000, , ,7, ,7,2,7,7,5,1,2,2,1,2,2,2
1,1,38,8,2,4,8,4,1,2024,1, ,2500,3, ,9, ,9,98,9,9,8, , , , , , , 
98,1,64,8,2,6,10,4,1,2024,2, ,2000, , ,7,8,3,4,6,8,7, , , , , , , 
5,2,60,1, , , , ,1,2024,2, ,2000, , ,9,9,3,97,9,8,9, , , , , , , 
98,1,38,13,2,4,4,3,1,2024,4,1,1600,1,5,3, ,1,6,6,4,3, , , , , , , 
4,1,51,8,2,5,10,10,1,2023,4,1,1600,1, ,8, ,2,98,8,8,8, , , , , , , 
98,2,36,9,2,4,7,1,1,2024,1, ,2000,1, ,7,10,4,4,9,9,4, , , , , , , 
98,2,36,17,1,1,12,12,1,2024,1, ,4000,3, ,5,5,12,3,5,5,5,1,1,1,1,1,1,2
1,2,62,11,2,6,11,7,1,2024,1, ,2500,3, ,8,10,1,6,10,8,8, , , , , , , 
5,2,47,2,2,6,6,3,1,2023,4,1,1600,1, ,8,8,2,6,9,9,6, , , , , , , 
4,1,65,8,2,6,9,6,1,2023,1, ,2000,1,5,7,7,4,6,7,8,5, , , , , , , 
98,2,39,2,2,4,11,8,1,2024,1, ,3000,1,5,7,8,3,6,7,8,7, , , , , , , 
4,2,55,10,2,6,6,2,1,2023,4,1,1600,1, ,7, ,98,6,9,9,8, , , , , , , 
1,2,52,1,1,1,6,6,1,2024,1, ,2500,3, ,10,10,2,1,9,10,10, , , , , , , 
98,2,36,8,1,6,7,3,1,2024,1, ,2000, , ,8,6,3,3,9,8,7, , , , , , , 
98,2,51,11,2,6,99,2,1,2023,1, ,1600, , ,5, ,3,6,8, ,3, , , , , , , 
3,1,40,1,2,4,7,4,1,2023,1, ,2000,1, ,8,7,3,2,6,7,7, , , , , , , 
98,2,48,1,2,5,2,2,1,2023,1, ,2000,1, ,10,10,9,7,10,10,10, , , , , , , 
98,2,68,11,2,7,4,1,1,2024,1, ,1600,3, ,9,8,4,6,8,9,9, , , , , , , 
4,2,52,2,2,6,5,3,1,2024,4,1,1600,1, ,3,6,3,98,3,5,4, , , , , , , 
5,1,43,8,2,4,9,5,1,2024,1, ,3600,3, ,1,3, , , ,1,2, , , , , , , 
4,1,48,8,2,5,4,4,1,2023,4,1,2000, , ,10,10,4,6,9,10,10, , , , , , , 
3,1,46,10,2,5,5,3,1,2024,1, ,3600,3, ,7,9,2,97,9,9,5, , , , , , , 
2,2,26,2,1,1,2,2,1,2023,4,1,2000, , ,6,2,4,6,5,5,6, , , , , , , 
4,2,23,9,1,6,5,2,1,2023,5, , , , ,7,8,4,1,7,7,7, , , , , , , 
98,1,45,8,97,5,4,4,1,2024,1, ,2500,3, ,7,8,4,98,8, ,7, , , , , , , 
98,2,40,1,2,5,6,3,1,2023,1, ,1600,1, ,5,8,3,6,8,6,6, , , , , , , 
98,1,61,15,2,7,4,4,1,2023,1, ,1300,1, ,10,10,2,5,10, ,10, , , , , , , 
2,1,53,1,2,6,9,7,1,2024,1, ,3500,3,7,7,7,8,2,6,7,5,1,1,1,1,1,1,1
4,1,47,2,2,5,10,8,1,2024,1, ,3000,1, ,5,5,2,98,3,4,1, , , , , , , 
4,1,47,8,2,5,10,10,1,2023,1, ,3000,3, ,7,6,12,98,8,8,7, , , , , , , 
4,1,46,10,2,5,6,3,1,2023,1, ,2000,1, ,8,8,3,98,8,8,8, , , , , , , 
1,1,57,1,2,6,12,11,1,2024,1, ,1600,1, ,8,7,2,1,8,8,8, , , , , , , 
1,2,32,8,2,4,5,2,1,2023,5, , , , ,10,9, , , ,8,9,1,1,1,1,1,1,1
5,2,43,11,1,1,4,4,1,2024,5, , , , ,6,7, , , ,7,6, , , , , , , 
98,2,50,1,1,1,4,4,1,2024,4,1,1600,1, ,8,9,4,4,9,8,8, , , , , , , 
98,2,40,8,1,6,7,4,1,2023,1, ,1600,1, ,5,8,3,98,8,8,4, , , , , , , 
1,2,40,5,1,1,6,6,1,2023,1, ,1000, ,5,9,9,4,6,10,10,9, , , , , , , 
98,2,36,2,2,4,4,2,1,2023,1, ,2500,1,6,10,8,1,6,10,10,10, , , , , , , 
5,1,65,4,2,7,6,6,1,2024,4,1,1600,3,5,10,9,2,3,10,10,10, , , , , , , 
98,1,41,8,2,4,10,7,1,2024,4,1,1600,1,5,9, ,3,6,9,9,6, , , , , , , 
98,2,49,8, , , , ,1,2023,4,1,1600, , ,9,9,4,98,10,10,9, , , , , , , 
98,1,46,8,2,3,9,6,1,2023,5, , , , ,9,8,4,1,10,9,9, , , , , , , 
98,1,43,12,1,6,3,3,1,2023,1, ,1500,1, ,10,9,3,7,10,10,10, , , , , , , 
98,2,41,8,2,4,4,98,1,2024,1, ,1000, ,5,8,7,4,6,8,9,8, , , , , , , 
98,1,49,1,2,5,10,7,1,2023,1, ,2700,3, ,7,9,4,1,9,9,6, , , , , , , 
4,1,48,1,2,5,10,4,1,2023,1, ,3800,3,8,9,9,4,4,9,9,6, , , , , , , 
98,1,66,12,2,6,5,3,1,2024,1, ,1600, , ,1,1,4,4,10,10,10, , , , , , , 
98,1,60,8,2,6,8,8,1,2024,5, , , , ,8, ,12,3,8,6,6,2,2,2,2,2,2,2
5,2,54,1,97,1,4,4,1,2023,4,1,1600,1, ,6,6,2,3,6,6,6, , , , , , , 
3,1,53,8,2,5,11,6,1,2023,1, ,5001,3, ,1,2,4,98,1,1,1, , , , , , , 
4,1,54,10,2,6,6,6,1,2024,1, ,1600,1, ,8, ,2,1,7,9,6, , , , , , , 
98,2,57,8,2,6,8,2,1,2024,1, ,2500,1, ,10,8,4,6,9,9,9, , , , , , , 
98,1,51,8,1,1,4,4,1,2023,1, ,2500,1,6,6,5,3,7,4,4,3, , , , , , , 
98,1,39,8,2,3,10,98,1,2023,4,1,2400,3, ,9,9,9,7,9,10,9, , , , , , , 
98,1,46,15,2,4,7,5,1,2023,4,1,1600,1, ,7, ,3, , ,7,7, , , , , , , 
98,1,48,8,2,5,4,4,1,2024,1, ,1600, , ,6, ,11,97,6,7,6, , , , , , , 
98,1,64,6,2,6,7,5,1,2024,1, ,2000, , ,7,9,2,6,9, ,9, , , , , , , 
4,1,38,8,1,1,6,6,1,2023,4,2,2400,3, ,8,9,4,98,9,10,9, , , , , , , 
4,1,49,7,2,5,9,6,1,2024,1, ,1600,1, ,6,10,98,3,9,10,7,1,1,1,1,1,1,2
4,1,36,8,2,4,4,3,1,2023,4,1,1600,1, ,7,9,4,3,8, ,9, , , , , , , 
4,1,45,2,2,5,8,5,1,2023,4,1,1600,1, ,8,9,4,4,9,9,5, , , , , , , 
98,1,34,3, , , , ,1,2023,3, ,2000,3, ,8,6, , , , ,7, , , , , , , 
3,1,67,10,2,7,6,4,1,2024,1, ,2500,1, ,6,7,2,6,7,7,7, , , , , , , 
3,1,30,1,1,7,6,6,1,2023,4,1,2000, , ,8,8,2,1,8,8,8,1,2,1,2,1,1,2
98,1,69,6,2,7,5,3,1,2024,3, ,2200,1,9,7, ,1,6,8, ,6, , , , , , , 
5,1,56,8,2,5,4,3,1,2023,1, ,2000,3, ,9,9,8,1,9,9,6, , , , , , , 
4,1,50,10,2,5,9,6,1,2023,4,1,1600,1,5,5,7,4,6,6,9,4, , , , , , , 
2,1,54,2, , , , ,1,2023,5, , , ,6,10,10,4,6,10,10,10, , , , , , , 
98,1,67,8,2,6,8,4,1,2023,2, ,1500,1, ,6,6,4,6,7,6,6, , , , , , , 
98,2,46,1,2,5,9,1,1,2024,3, ,2000,3, ,9,8,4,98,8,9,8, , , , , , , 
98,2,41,1,2,4,12,11,1,2023,1, ,2000,3, ,8,9,8,98,8,8,8, , , , , , , 
4,2,34,3,2,4,4,98,1,2023,1, ,2000,1,5,9,9,4,1,9,9,9, , , , , , , 
98,1,63,1,2,6,11,4,1,2024,1, ,1600,1, ,9,6,3,3,8,9,9, , , , , , , 
98,1,59,6,2,6,9,5,1,2024,4,1,1600,1, ,9, ,3,7,10,8,7, , , , , , , 
5,1,55,2,2,6,6,4,1,2024,4,1,1600,1,5,9,8,2,6,9,9,9, , , , , , , 
5,1,26,8,1,6,13,10,1,2023,1, ,2700,1, ,8,8,4,2,9,9,9, , , , , , , 
3,1,65,8,2,6,5,4,1,2024,4,1,1600,1, ,6, , , , ,7,7, , , , , , , 
5,1,66,10,2,6,8,8,1,2023,1, ,2500,1, ,4, , , , ,6,6,1,1,1,2,1,1,1
98,1,43,1,2,5,8,4,1,2024,1, ,2500,1,7,10,10, , , ,9,9, , , , , , , 
98,2,55,8,2,6,5,1,1,2024,5, , , , ,6,9,12,98,7,8,6,2,1,2,1,2,1,1
98,2,55,8,2,5,6,2,1,2023,1, ,2500,3, ,7,9, , , ,9,8, , , , , , , 
98,1,57,11,2,5,8,6,1,2023,1, ,2500,1, ,6,5,12,98,7,7,7, , , , , , , 
2,2,42,8,2,2,6,2,1,2023,3, ,2200,3, ,10,9,10,98,10,9,8, , , , , , , 
98,2,34,1,2,2,99,99,1,2024,5, , , , ,8, ,12, , ,4,5,1,1,1,1,2,1,2
