SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q480101,Q480102,Q480103,Q480104,Q480105,Q480106,Q480107,Q480108,Q490101,Q490102,Q490103,Q490104,Q490105,Q490106,Q490107,Q490108
98,1,49,3,2,5,9,9,1,2024,4,1,1600,1,6,2,3, , , , , , ,2,2,1,2,2,2,2,1
5,1,49,11,2,3,4,4,1,2022,1, ,1200,1, ,2, , , , , , , ,1,2,2,1,2,2,2,1
98,2,49,1,2,5,7,3,1,2018,1, ,1000, ,2,2,5,3,7, , , , ,2,2,2,1,2,1,2,1
98,1,59,1,2,6,10,7,1,2015,1, ,2000, , ,2,5,3, , , , , ,1,2,1,2,2,2,2,1
98,2,44,4,2,5,7,98,1,2014,1, ,2000, , ,3,7,2, , , , , ,1,1,1,1,1,2,2,1
5,1,44,3,1,6,4,4,1,2013,3, ,2000,1,5,3,5, , , , , , ,1,1,1,2,2,2,2,1
2,1,56,3,2,5,5,4,2,2022,2, ,2000, , ,98, , , , , , , ,1,2,2,2,2,1,2,1
98,1,29,8,1,1,3,3,1,2019,3, ,2000,1,7,3,7, , , , , , ,2,1,1,1,2,1,2,2
98,2,70,4,97,7,10,1,2,2021,3, ,3200,3, ,2, , , , , , , ,2,1,1,2,2,2,2,1
3,2,67,8,97,1,1,1,1,2017,1, ,1000, , ,6,5,2,3, , , , ,1,2,2,2,2,2,2,1
98,1,46,11,2,5,3,3,2,2022,1, ,3300,1,6,5, , , , , , , ,1,2,1,2,2,2,2,2
2,1,28,1,1,1,2,2,1,2017,1, ,1600, , ,5,2,4, , , , , ,2,2,2,2,2,1,2,1
98,1,55,15,2,5,8,5,1,2022,4,1,1600,1,6,2,7,3, , , , , ,2,2,1,2,2,2,2,1
5,1,58,12,2,6,11,5,1,2021,1, ,2000, , ,3, , , , , , , ,1,2,1,1,2,1,2,1
5,2,38,1,2,4,10,5,1,2021,1, ,2000,1,5,2,3,6, , , , , ,1,2,1,2,2,2,2,1
5,1,46,1,2,5,10,10,1,2022,4,1,2500,1, ,3,2,5, , , , , ,1,2,1,2,2,1,2,2
3,1,58,8,2,6,11,8,1,2019,3, ,2000,1, ,4,3,5, , , , , ,1,1,1,2,2,1,2,1
98,2,38,1,2,4,10,5,1,2022,1, ,2000,1,5,5,3,2, , , , , ,2,1,1,2,2,2,2,1
98,1,64,11,2,7,3,3,1,2021,2, ,3500,1, ,3,7,5, , , , , ,1,1,1,2,2,2,2,1
98,2,44,11,2,5,6,3,2,2020,3, ,1700,1,5,3,2, , , , , , ,1,2,1,2,2,2,1,1
2,1,45,4,2,5,10,5,2,2019,1, ,3500,1, ,5, , , , , , , ,1,2,1,2,2,1,1,2
1,1,67,8,2,7,5,2,1,2015,3, ,1500, , ,5,3, , , , , , ,1,2,1,2,2,1,2,1
98,1,58,8,2,5,5,2,2,2018,1, ,3500,1, ,3, , , , , , , ,1,2,1,2,2,2,2,2
3,1,68,1,2,7,6,3,1,2013,1, ,3000,1, ,7,6,3,5, , , , ,2,2,1,2,2,2,2,1
4,2,49,8,2,5,9,5,1,2024,5, , , , ,5,4,7, , , , , ,1,2,1,1,1,1,2,2
3,1,56,8,2,6,10,8,2,2013,3, ,2000,1, ,5,3,7, , , , , ,1,2,2,2,1,2,1,2
5,1,51,2,2,5,9,5,1,2020,4,1,1600,1, ,5,7,3,1, , , , ,1,1,1,1,2,2,2,1
98,1,63,8,2,7,5,3,1,2019,1, ,2000,1,5,5, , , , , , , ,2,2,2,1,2,1,2,1
5,1,50,1,2,5,10,8,1,2013,3, ,2000,1, ,3,4,2,5, , , , ,1,2,1,2,2,2,2,1
4,1,50,1,2,5,7,5,2,2021,2, ,2000,1, ,3,2,5,6,7, , , ,2,1,1,2,2,2,2,1
2,1,63,10,97,1,5,5,1,2013,3, ,3300,1,7,3, , , , , , , ,2,1,1,2,2,2,2,1
98,1,55,4,2,6,3,3,2,2020,3, ,2200,1,9,3,4,2,7, , , , ,1,1,2,2,2,2,2,1
5,2,59,14,97,1,4,4,1,2015,1, ,2000, , ,7,3,6,5, , , , ,2,2,2,2,2,2,2,1
4,1,50,1,2,3,8,4,1,2016,1, ,1400,1, ,5, , , , , , , ,1,2,1,2,2,1,2,2
4,2,31,12,1,7,4,98,2,2018,2, ,2000, , ,3,5,2, , , , , ,2,2,2,2,2,2,2,1
98,1,70,8,2,7,5,4,2,2021,3, ,2000,1, ,3,5, , , , , , ,1,2,2,2,2,2,2,1
2,1,54,16,97,1,2,2,1,2022,1, ,1000,1, ,7,4,2,5,3, , , ,1,2,1,2,2,1,2,2
1,1,71,11,2,7,4,4,1,2013,1, ,1000, ,5,7,5,4,3, , , , ,1,2,1,2,1,2,2,1
2,1,64,8,2,6,6,3,2,2022,1, ,2000, , ,5, , , , , , , ,1,2,1,2,2,2,2,1
5,1,39,8,2,5,4,4,1,2020,3, ,2200,1,8,3,5,2,6,7, , , ,2,1,1,2,2,2,2,1
2,1,74,1,2,7,5,5,2,2019,1, ,2000, , ,2,5, , , , , , ,2,2,2,2,2,2,2,1
2,1,59,13,2,6,5,5,1,2014,3, ,2000,1,5,2, , , , , , , ,1,2,2,2,2,2,1,1
5,1,38,12,2,4,8,4,1,2020,1, ,2300,3, ,2, , , , , , , ,1,1,1,1,1,2,2,2
1,2,41,3,2,2,11,5,1,2021,3, ,2000,1, ,2,5,3, , , , , ,1,2,2,2,2,2,2,1
1,1,49,1,2,5,4,4,1,2013,3, ,2000,1,7,5,2, , , , , , ,1,2,2,2,2,2,2,1
98,2,49,4,2,6,6,2,1,2020,1, ,2000,1,5,7,3,6, , , , , ,1,2,1,2,1,1,2,1
3,1,53,10,2,5,7,5,1,2021,1, ,1600, , ,6,2,5, , , , , ,1,1,1,2,2,1,2,1
4,1,61,11,2,6,5,2,1,2021,2, ,2000,1,5,5,2,3, , , , , ,1,2,2,2,2,1,2,1
2,1,52,8,2,5,5,5,1,2013,1, ,1000, ,5,5,8,7,4, , , , ,2,1,2,2,1,2,2,1
2,1,52,1,2,5,7,4,1,2013,1, ,3000,1, ,3,2,5,6, , , , ,2,2,2,2,2,2,2,1
98,1,50,8,2,5,5,3,2,2013,3, ,2900,1,9,2,3, , , , , , ,1,2,2,2,2,2,2,1
4,2,32,8,1,1,8,8,1,2020,3, ,2000,1,5,3, , , , , , , ,1,2,2,2,1,2,2,2
4,1,29,8,1,6,8,3,1,2015,3, ,2000,2, ,8,1,4, , , , , ,1,1,1,1,2,2,2,1
3,2,61,8,2,6,5,1,2,2017,1, ,1000, ,5,3,5,4, , , , , ,2,2,1,2,2,1,2,1
4,1,40,9,2,4,11,10,1,2017,3, ,2000,1, ,5, , , , , , , ,1,2,1,1,2,2,1,1
98,1,55,1,2,6,8,8,1,2022,5, , , , ,2,3,7,4,5, , , ,2,2,1,2,2,1,2,1
1,1,43,1,2,4,10,7,2,2020,1, ,3600,1, ,5,3,2, , , , , ,1,2,1,2,2,1,2,1
98,1,49,8,2,5,11,8,1,2020,4,1,2400,1, ,6,5,3,2,7, , , ,1,2,1,2,2,2,2,1
3,1,55,8,2,6,10,7,1,2019,2, ,2000, , ,7,5,2, , , , , ,1,2,2,2,2,2,2,1
98,1,57,1,2,6,10,3,1,2023,4,1,1600,1, ,2,3,5, , , , , ,1,2,2,2,2,2,2,1
3,1,60,8,2,6,11,3,1,2023,1, ,2500,3,6,2,3,5,7, , , , ,1,1,1,2,2,2,2,1
5,1,70,15,2,3,3,3,1,2013,3, ,2000,1, ,7, , , , , , , ,1,2,2,1,2,2,2,1
3,1,47,1,1,1,6,6,2,2015,3, ,2000,1, ,3,7,2,5, , , , ,1,2,1,2,1,1,2,1
2,1,59,8,2,6,12,12,1,2017,3, ,3000,3, ,7,3, , , , , , ,1,2,1,2,2,1,2,1
5,2,41,14,2,5,7,2,1,2019,1, ,1600,1, ,3,2,5, , , , , ,2,2,2,2,2,2,2,1
2,2,48,2,2,6,7,3,2,2018,3, ,2000,1,7,5,3,7,2, , , , ,1,1,2,2,2,2,2,1
98,2,32,7,1,6,6,2,1,2020,4,1,2000, , ,2,3,5, , , , , ,2,2,1,1,1,2,2,1
3,1,38,1,2,4,12,7,1,2016,3, ,2000,1, ,5, , , , , , , ,1,2,2,1,2,1,2,2
2,1,44,14,2,4,5,3,1,2014,3, ,1500, , ,2,5, , , , , , ,1,2,2,1,2,2,2,1
5,1,69,1,2,7,3,3,2,2024,5, , , , ,3,1,5,2, , , , ,1,1,2,2,2,2,2,1
5,2,44,8,2,5,4,2,1,2020,3, ,1600,3, ,3,7, , , , , , ,1,2,1,2,1,1,2,1
98,1,43,1,1,1,2,2,2,2019,3, ,2000,1, ,7,5,2, , , , , ,1,2,1,2,2,2,1,2
2,1,30,8,1,6,4,3, , , , , , , ,2, , , , , , , ,1,1,2,2,2,2,2,2
1,1,53,1,2,6,10,9,1,2013,1, ,2000, , ,3,2, , , , , , ,1,1,1,2,2,2,2,1
4,1,52,3,2,6,8,8,1,2018,1, ,2000,1,5,6,7, , , , , , ,2,1,2,1,1,2,2,1
3,1,65,1,97,1,5,5,1,2013,3, ,3000,2,7,5,3, , , , , , ,1,2,1,2,2,1,2,1
98,1,53,1,2,6,7,4,2,2019,1, ,1600, , ,2, , , , , , , ,2,1,2,2,2,2,2,1
3,1,71,15,2,7,5,5,1,2013,1, ,1600, , ,5,1,7,3,2, , , ,1,2,2,2,2,2,2,1
2,1,64,8,2,6,6,3,1,2021,4,1,1600, , ,5,2,3, , , , , ,1,2,1,2,2,2,2,1
3,1,72,8,2,7,8,3,1,2014,1, ,2400,1, ,3,5,6,2, , , , ,1,2,1,2,2,1,2,1
1,1,47,1,2,5,9,7,1,2017,3, ,2000,1,7,3, , , , , , , ,2,2,2,1,1,2,2,1
3,1,60,17,2,7,8,8,1,2017,1, ,2400,1, ,3,5, , , , , , ,1,1,1,2,2,2,2,1
2,2,43,1,2,4,9,9,1,2019,1, ,3300,3, ,7,5, , , , , , ,2,2,2,1,2,2,1,2
5,1,49,15,2,6,5,5,1,2020,1, ,1500,1, ,4,3,2, , , , , ,1,2,1,2,2,1,2,2
98,2,37,6,1,1,3,3,1,2021,1, ,1600,1, ,4,5,3, , , , , ,1,2,1,1,2,1,2,1
98,1,62,1,2,6,99,99,1,2014,3, ,2000,1, ,2,5, , , , , , ,2,2,1,1,1,2,2,1
5,1,44,1,2,4,6,5,1,2018,1, ,3300,1,9,5, , , , , , , ,2,2,1,1,2,2,2,1
98,1,55,1,2,5,8,4,1,2021,1, ,2000,1, ,4,5,3, , , , , ,2,2,1,1,2,1,2,1
98,1,74,1,2,6,5,2,1,2013,1, ,3000,1, ,3,2,5,6, , , , ,2,2,2,2,2,1,2,1
98,1,45,1,2,5,9,7,2,2018,1, ,5000,1, ,7, , , , , , , ,1,2,1,2,2,1,2,2
3,1,43,1,2,4,6,6,1,2015,3, ,2000,3, ,4, , , , , , , ,2,1,1,1,1,2,2,1
3,1,59,5,2,6,11,8,1,2020,4,1,2500,1, ,6,5,7, , , , , ,2,2,2,2,2,2,2,1
98,1,49,1,2,5,10,6,2,2016,3, ,2000,1,7,2, , , , , , , ,2,2,1,2,2,2,2,1
98,2,49,8,2,5,7,2,1,2018,3, ,3200,1, ,2,7,3, , , , , ,1,1,1,2,2,2,2,1
98,1,53,3,2,5,4,4,2,2019,1, ,2500,1, ,1, , , , , , , ,2,1,2,2,2,1,2,1
98,2,71,8,2,7,5,2,1,2013,1, ,3000,1, ,5, , , , , , , ,2,1,2,2,2,2,2,1
98,1,45,1,2,5,10,9,1,2023,4,1,2000,1, ,6,4,1,3,8, , , ,1,2,1,1,2,2,2,1
2,1,58,3,1,6,4,4,1,2021,5, , , , ,98, , , , , , , ,1,1,2,1,2,2,2,1
2,1,39,1,1,1,4,4,1,2022,2, ,2000, , ,5, , , , , , , ,1,1,1,1,2,1,2,2
3,2,36,6,1,1,4,4,2,2020,1, ,2000,3, ,4, , , , , , , ,1,2,1,1,2,2,2,1
98,1,49,1,2,5,5,5,2,2023,1, ,2500,1, ,4,5, , , , , , ,1,1,1,2,2,1,2,1
4,2,27,1,1,6,9,9,2,2013,1, ,2000, , ,3,2,1,5, , , , ,1,2,1,2,2,2,2,1
3,2,61,12,2,5,13,10,2,2018,1, ,3200,1, ,8,5, , , , , , ,2,2,2,2,1,2,2,2
3,1,50,4,97,1,5,5,2,2024,1, ,1000, ,5,5,3, , , , , , ,2,1,1,1,1,1,2,1
2,1,38,1,1,1,3,3,1,2019,1, ,1600, , ,5, , , , , , , ,1,2,2,2,1,1,1,2
98,1,55,1,2,6,10,8,1,2018,1, ,3800,3, ,6, , , , , , , ,1,2,1,2,2,2,2,1
98,1,62,8,2,6,11,6,2,2013,1, ,3500,3, ,6, , , , , , , ,1,1,1,2,2,2,2,1
3,2,27,9,1,6,4,99,2,2013,3, ,2000,2, ,5,3, , , , , , ,2,2,2,2,2,2,2,1
2,2,41,11,2,4,6,4,1,2020,1, ,2200,3, ,2,3,5, , , , , ,1,1,2,2,2,2,2,1
3,1,43,1,2,4,5,4,1,2017,1, ,1700, , ,4,5,6, , , , , ,2,1,1,2,1,2,1,2
4,1,56,1,2,5,4,2,1,2018,1, ,1700,1, ,1,6,3, , , , , ,1,2,2,2,2,2,2,1
98,1,63,10,2,6,5,3,1,2020,1, ,1600,1, ,3,4,7,5,1, , , ,1,2,1,2,2,1,2,1
5,1,64,14,2,6,6,3,1,2023,3, ,2200,1,7,5,3, , , , , , ,2,2,1,2,2,2,2,1
98,2,47,8,2,5,12,11,1,2017,4,1,1800,1, ,1,3,7, , , , , ,1,2,1,2,1,2,2,1
2,1,67,14,2,7,5,4,1,2018,1, ,1000, ,5,2,5,3, , , , , ,1,2,1,2,2,1,2,1
4,1,64,2,2,7,7,6,1,2013,1, ,1000, ,5,5,4,3,2, , , , ,1,2,1,1,2,2,2,2
1,2,67,8,2,7,3,3,2,2019,1, ,2700,1, ,5,2,3, , , , , ,2,2,2,2,2,2,2,2
2,1,71,12,2,7,7,6,1,2018,4,1,1600,1, ,2,5,3, , , , , ,1,2,2,2,2,1,2,2
2,1,65,4,2,6,9,6,1,2013,1, ,1000, ,5,7,5,2,3, , , , ,1,2,2,2,2,2,2,1
2,1,60,15,2,6,6,3,1,2018,1, ,1600, , ,7,5,2,3, , , , ,1,2,1,2,2,1,2,1
98,1,55,4,2,6,8,8,1,2017,3, ,3000,1, ,3,2, , , , , , ,2,1,1,1,2,1,2,1
5,2,62,9,2,7,4,3,1,2019,3, ,2200,1,7,6,3,5,7,2, , , ,2,2,1,2,2,1,2,1
98,1,54,8,2,5,10,8,1,2016,3, ,2000,1,5,2,3,5, , , , , ,1,2,1,2,2,1,2,1
98,1,42,8,2,5,6,5,2,2022,1, ,2000,3, ,2,7, , , , , , ,2,2,1,2,1,1,2,1
98,1,53,6,2,6,7,5,2,2023,1, ,2000, , ,3,5,2, , , , , ,1,2,1,2,2,1,2,1
98,2,28,13,1,6,4,3,1,2024,4,1,1600,1, ,5,2, , , , , , ,1,2,1,2,2,2,2,1
98,1,45,8,2,5,4,4,1,2014,1, ,2000, , ,1,4,3,6, , , , ,2,2,1,1,2,1,2,1
98,1,42,8,2,3,4,4,1,2020,3, ,2000,1, ,3, , , , , , , ,1,2,2,2,2,2,2,1
5,1,51,1,2,5,10,6,2,2015,2, ,2000,1,7,2,3, , , , , , ,1,1,2,2,2,2,2,1
98,1,35,6,1,1,3,3,2,2017,1, ,2000, , ,6,7, , , , , , ,2,2,2,2,2,2,2,1
5,1,63,1,2,7,3,2,1,2022,4,1,1600,1, ,2, , , , , , , ,2,2,2,2,2,2,2,1
2,1,42,8,2,3,3,3,1,2013,1, ,1600, , ,7,2,5, , , , , ,1,2,2,2,2,2,2,1
2,1,45,5,2,5,11,10,1,2019,1, ,3800,3,7,2,7,3, , , , , ,1,2,1,2,2,2,2,1
4,1,49,8,1,1,5,5,1,2014,3, ,1600, , ,2,5,1,3, , , , ,1,2,1,2,2,2,2,1
4,1,37,14,2,4,6,3,1,2023,5, , , , ,3,4, , , , , , ,1,2,1,1,2,1,1,1
98,1,45,8,2,5,7,5,1,2021,4,1,1600,1,7,3,5, , , , , , ,1,2,1,2,2,2,2,1
5,1,41,6,2,5,8,5,1,2022,4,1,2400,1, ,3, , , , , , , ,2,2,1,1,1,2,2,1
4,2,44,8,2,5,4,1,1,2019,1, ,1600, , ,4,2, , , , , , ,2,2,1,1,2,1,2,1
98,2,60,8,2,6,10,4,1,2024,1, ,1600,1, ,2,3, , , , , , ,2,1,2,2,2,2,2,1
98,1,41,5,1,1,4,4,2,2021,3, ,2000,3, ,3,2, , , , , , ,1,2,2,2,2,2,2,1
3,1,54,15,2,2,9,6,1,2014,3, ,1500,1, ,6,5,7,1,3, , , ,1,2,1,1,2,2,2,1
3,1,50,8,1,1,4,4,1,2013,1, ,1600, , ,3, , , , , , , ,1,2,2,2,2,1,2,1
98,1,40,8,2,5,5,5,1,2021,4,1,2400,1, ,2,3, , , , , , ,2,1,1,1,1,2,2,1
3,1,57,11,2,6,9,5,1,2014,3, ,2200,1,7,2,4,5,3, , , , ,1,2,1,2,2,2,2,1
3,2,51,1,2,5,8,2,1,2014,3, ,2200,1,9,2,3,1,7, , , , ,2,1,2,2,1,1,2,1
4,1,57,6,2,6,10,10,1,2018,1, ,2200,1, ,4, , , , , , , ,2,2,2,2,2,2,2,1
2,1,45,1,2,5,5,5,1,2023,4,2,2000,3, ,4,5,3,6,7, , , ,2,1,1,2,1,2,2,1
4,2,33,8,1,6,3,2, , , , , , , ,6,3,5,7, , , , ,1,2,1,2,2,2,2,1
98,1,37,1,1,1,3,3,1,2018,3, ,1700,1, ,2,3,1, , , , , ,1,1,2,2,2,2,2,1
5,1,69,5,97,6,6,4,2,2022,1, ,2000, , ,2,5,6, , , , , ,2,2,2,2,2,1,2,1
5,1,63,8,2,6,10,3,1,2014,1, ,2200,1,5,2,3,1, , , , , ,1,2,1,2,2,1,2,1
4,1,45,14,2,5,7,6,1,2022,4,1,1600,1, ,5,3,6,7,2, , , ,1,1,1,2,2,2,2,1
5,1,55,8,2,5,7,7,1,2019,3, ,2200,1,8,2,3, , , , , , ,1,2,1,2,2,2,2,1
5,2,42,1,2,5,6,2,1,2017,1, ,2000, , ,7,3,2, , , , , ,1,2,1,1,2,1,2,1
4,1,53,11,2,6,10,7,1,2019,3, ,3300,1,9,8, , , , , , , ,2,2,1,2,2,1,2,1
1,1,40,1,2,5,10,6,2,2021,3, ,1600,1, ,5,4, , , , , , ,2,1,1,2,2,2,2,1
4,1,47,8,2,5,7,7, , , , , , , ,7,4,5,3, , , , ,1,2,1,2,2,1,2,1
1,1,53,1,2,6,6,4,1,2013,3, ,2000,1,7,2,5,7,3, , , , ,1,2,1,1,2,2,2,1
4,1,57,15,97,1,5,5,2,2020,1, ,2000, , ,2,5, , , , , , ,1,2,1,1,2,1,1,1
2,2,32,8,1,6,10,3,1,2018,3, ,2000,1, ,4, , , , , , , ,1,2,1,2,2,2,2,1
4,1,45,11,2,5,10,4,1,2020,5, , , , ,8,5, , , , , , ,1,2,1,1,2,2,2,1
98,1,67,1,2,7,3,3,1,2021,3, ,2200,1,7,2, , , , , , , ,1,2,2,2,2,2,2,1
98,1,44,8,97,5,5,5,1,2018,1, ,2000,1, ,3,2,5,7, , , , ,1,2,1,2,1,1,1,1
2,1,51,7,2,5,4,4,1,2013,1, ,1000, ,5,1,6,7,3,8,2,5,4,1,2,2,1,2,2,1,1
98,2,32,1,1,1,10,10,2,2022,1, ,2500,1, ,4,1,6,8, , , , ,1,2,1,2,2,1,2,1
3,2,38,1,1,1,11,11,2,2017,3, ,2000,3, ,3,6,5, , , , , ,1,2,1,2,2,2,2,1
5,2,48,13,2,6,4,2,2,2013,3, ,2200,2, ,2, , , , , , , ,1,1,1,2,2,1,2,1
3,1,47,8,2,5,6,6,1,2015,3, ,2200,1, ,3,1,6,7,4, , , ,2,2,1,1,1,2,2,1
1,1,59,14,2,6,8,7,1,2019,1, ,3800,3,7,2,3, , , , , , ,2,2,1,2,2,1,2,1
2,1,61,12,97,7,1,1, , , , , , , ,98, , , , , , , ,1,2,1,1,2,1,1,2
5,2,55,6,2,3,4,1,2,2014,1, ,1000, ,5,3,2, , , , , , ,1,2,2,2,2,1,2,1
5,1,39,8,2,2,6,4,1,2014,3, ,2200,2,7,2,4,3,5, , , , ,1,2,2,2,2,2,2,1
5,1,50,13,2,6,13,13,2,2022,1, ,1000, ,5,3,5,2, , , , , ,1,2,1,2,2,1,2,1
4,2,61,1,2,5,5,3,1,2013,3, ,2000,1, ,3,5, , , , , , ,1,2,2,1,2,2,2,1
98,1,63,8,2,7,6,6,2,2021,3, ,2200,2,5,5,2, , , , , , ,1,1,1,2,2,1,1,1
1,1,43,8,2,5,11,5,1,2013,3, ,1600,1, ,5,2, , , , , , ,1,2,2,2,2,2,2,2
1,1,54,1,2,6,12,7,1,2023,1, ,3000,3, ,2,3,5, , , , , ,1,1,1,2,2,1,2,1
98,1,73,1,2,7,3,2,1,2013,1, ,2000, , ,2, , , , , , , ,1,1,2,2,2,2,2,1
3,2,46,8,2,5,6,2,1,2022,3, ,2200,3, ,3,2,5, , , , , ,1,1,2,2,2,1,2,1
98,2,38,14,2,4,8,5,2,2024,1, ,2500,3,5,2,3,5, , , , , ,2,2,1,2,2,1,2,1
98,2,39,14,2,4,4,98,1,2013,1, ,1000, ,5,3,2, , , , , , ,1,2,2,2,2,2,2,1
2,2,45,8,2,4,3,1,1,2018,3, ,1700,2, ,2,5,3, , , , , ,1,2,2,2,2,2,2,2
5,1,43,1,1,1,6,6,1,2017,3, ,2000,1,5,3,2, , , , , , ,2,2,1,2,2,2,2,1
98,1,52,1,2,5,6,4,1,2020,1, ,3800,3,7,1,6,3,5,2,7,4, ,2,2,1,1,2,2,2,1
4,2,31,8,1,6,99,2,1,2019,1, ,1600,2, ,1,3,8, , , , , ,1,2,1,2,1,2,2,1
98,1,34,3,1,1,3,3,2,2016,4,1,1600, , ,5,3,2, , , , , ,2,1,1,2,2,2,2,1
2,1,31,11,2,2,9,5,1,2020,5, , , , ,6,7,1,4,5, , , ,1,1,1,2,1,1,2,1
98,1,46,1,1,1,4,4,1,2022,1, ,3500,3, ,2, , , , , , , ,1,2,2,2,2,2,2,1
98,1,54,12,2,5,5,4,1,2017,3, ,2200,1,11,7,5,3, , , , , ,1,1,1,2,2,1,2,1
4,2,38,15,1,6,3,99,2,2022,1, ,1000, ,5,5,2, , , , , , ,1,2,2,2,2,2,2,1
98,2,54,1,97,1,6,6,1,2017,1, ,1000, , ,3,1,4,2,5, , , ,1,2,1,2,2,2,2,1
2,2,42,2,2,5,13,98,1,2023,1, ,2000,3, ,2,5,3, , , , , ,1,2,1,2,2,2,2,1
4,1,41,8,2,6,7,7,1,2020,2, ,2000,1,5,5,2,3,6, , , , ,1,2,1,2,2,2,2,1
98,1,46,6,2,4,11,4,1,2022,1, ,1300,1, ,7,3,5,8, , , , ,1,2,1,2,2,2,2,1
5,1,55,8,2,6,5,5,1,2014,3, ,2000,1,7,6,3,7, , , , , ,1,2,1,1,1,2,2,1
4,2,38,8,2,3,6,3,2,2015,1, ,1800,1, ,5,7,3, , , , , ,1,2,1,1,2,1,2,1
2,1,37,8,2,4,3,3,1,2022,1, ,1000,1, ,7,2,4,3,5, , , ,2,1,1,1,1,2,2,1
5,1,64,8,2,7,6,6,1,2020,4,1,1600,1, ,6,5,3, , , , , ,1,1,1,2,2,1,2,1
4,1,43,8,2,4,7,4,2,2018,1, ,2500,3, ,5,3,7, , , , , ,1,2,2,2,1,2,2,1
1,1,42,2,1,1,11,11,1,2015,3, ,2000,1, ,3,2,1,4, , , , ,1,2,1,2,2,1,1,2
1,2,25,6,1,6,9,2,1,2022,1, ,1600, , ,6,2,5,3, , , , ,2,2,1,2,2,2,2,1
98,1,55,2,2,5,5,3,1,2017,1, ,2000,1,7,2,3,7,5, , , , ,1,2,2,2,2,1,2,1
3,1,35,8,1,6,10,3,1,2018,3, ,1600,1, ,5,3,7,2, , , , ,1,2,1,2,2,2,2,1
3,1,52,8,2,5,3,3,1,2017,1, ,1600,1, ,3,5,2, , , , , ,1,2,2,2,2,2,2,1
98,1,52,2,2,6,7,7,2,2022,2, ,2700,1, ,3,5,7, , , , , ,1,2,1,2,2,1,2,2
3,1,67,13,2,6,7,4,2,2017,3, ,3000,3, ,5,3, , , , , , ,1,2,1,2,2,1,2,1
3,2,40,7,1,1,2,2, , , , , , , ,3,5, , , , , , ,2,2,1,1,2,2,2,1
2,2,39,6,2,4,5,2,2,2022,3, ,2200,1,11,2,3,5, , , , , ,2,1,2,2,2,2,2,2
1,1,61,1,97,1,3,3,1,2022,5, , , , ,7,8, , , , , , ,1,2,1,2,2,2,1,1
5,1,36,8,2,4,7,4,1,2018,4,1,1600, , ,5,6,7,2,3, , , ,1,2,1,1,1,2,2,2
5,1,37,1,2,4,8,4,1,2018,1, ,2000, , ,1,5,3,6,7,4,2, ,2,2,1,2,2,1,2,2
3,2,44,8,2,3,8,98,1,2023,1, ,4600,3, ,7,5,3, , , , , ,1,2,1,1,2,1,2,1
2,1,52,1,2,5,10,10,1,2013,3, ,2000,1, ,7,3,4,6, , , , ,2,2,1,2,1,1,1,1
4,2,37,11,2,4,6,3,1,2018,1, ,1000, ,5,4, , , , , , , ,1,2,1,2,2,2,2,1
98,1,49,1,2,4,11,10,1,2018,1, ,3300,1,9,3,7,5,1,2,4, , ,1,2,1,1,2,1,2,2
98,2,39,12,2,5,7,2,2,2020,4,1,2400,1, ,6,3,5,7, , , , ,1,2,1,1,1,2,2,1
1,1,59,8,2,6,10,5,1,2018,1, ,1500,1, ,2, , , , , , , ,1,2,2,2,2,2,2,1
98,1,70,1,1,1,3,3,1,2018,1, ,1000, ,2,2, , , , , , , ,1,2,2,2,2,1,2,1
98,1,51,2,2,7,7,7,1,2021,1, ,2000,1,5,3,5,2, , , , , ,1,1,1,2,2,2,2,1
2,1,39,8,1,1,5,5, , , , , , , ,2,3,6, , , , , ,2,2,1,1,2,1,2,1
3,2,37,8,2,5,12,10,1,2021,3, ,4600,2,5,5, , , , , , , ,2,2,1,2,2,1,2,1
5,2,44,2,1,1,7,7,2,2014,1, ,1600, , ,3,5,2,6, , , , ,1,2,1,1,2,2,2,1
3,1,60,8,2,6,10,9,1,2013,1, ,2000, , ,1,2, , , , , , ,1,1,2,2,2,1,2,1
3,1,61,5,2,6,13,13,1,2022,1, ,3500,3, ,6,5, , , , , , ,2,2,1,1,2,1,2,1
1,2,40,1,2,4,6,4,1,2024,1, ,1600,1, ,7,3,6, , , , , ,1,2,1,1,1,1,2,2
98,1,32,13,2,4,5,4,1,2023,4,1,1600,1,6,4,2,5,1,7,3, , ,1,2,1,1,2,2,1,1
98,1,35,1,1,1,3,3,1,2024,1, ,1300,1, ,7,5,8,2, , , , ,1,2,1,1,1,1,2,1
1,1,43,3,2,4,9,4,1,2013,3, ,2000,1, ,2,5,3, , , , , ,1,1,1,2,2,2,2,1
3,1,56,8,2,6,7,7,2,2013,1, ,3000,1, ,2, , , , , , , ,2,2,1,1,2,2,2,1
3,1,40,2,1,1,6,6,2,2021,3, ,2000,3, ,7,3,6, , , , , ,2,2,1,2,2,2,2,1
98,2,35,8,1,7,5,3,1,2023,1, ,1600,1, ,2, , , , , , , ,2,2,1,1,2,1,2,1
1,1,56,8,97,6,6,6,1,2013,2, ,2000, , ,2,7, , , , , , ,2,2,1,2,2,2,2,1
2,1,66,6,2,7,6,6,1,2017,2, ,2000, , ,4, , , , , , , ,1,2,1,2,1,2,1,1
