SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q1903,Q1907,Q190701,Q19070301,Q19070302,Q19070303
2,1,58,10,2,6,2,1,2,2019,2, ,2000, , ,26,2, , , , 
1,1,51,6,2,5,6,6,1,2014,3, ,3000,3, ,9,1, , , , 
2,1,60,13,2,6,7,5,1,2020,1, ,1600, , ,26,4,1, , , 
1,1,57,1,2,6,9,9,1,2020,1, ,2000,3, ,7,1, , , , 
2,2,30,8,1,6,7,3,2,2023,3, ,2000,2,9,7,4,1, , , 
3,1,71,1,2,7,11,8,1,2013,1, ,3800,1, ,22,1, , , , 
2,2,55,8,2,6,11,4,1,2022,1, ,2000,3, ,2,4,1, , , 
3,1,46,4,2,4,6,5,2,2015,2, ,1000, ,5,11,4,2, , , 
3,1,44,8,2,4,6,6,1,2019,4,1,2400,1, ,20,5, ,1,18,3
4,1,73,8,2,7,4,4,2,2021,1, ,2400,1, ,10,1, , , , 
4,1,47,1,2,5,10,8,1,2013,1, ,3000,1, ,7,4,1, , , 
3,1,60,8,97,6,5,4,2,2021,1, ,2400,1, ,21,4,1, , , 
3,1,46,8,2,5,5,4,2,2021,2, ,2000,1, ,7,1, , , , 
4,2,41,7,2,4,3,98,2,2021,3, ,2200,1,7, ,4,1, , , 
3,1,44,1,2,4,4,4,2,2018,3, ,2200,1,11,18,4,1, , , 
3,1,43,14,2,5,9,6, , , , , , , ,13,3, , , , 
4,1,59,2,2,7,3,3,1,2019,3, ,2000,1,5,7,3, , , , 
2,1,64,8,2,6,8,8,1,2014,3, ,2000,1,5,1,6, , , , 
4,1,64,8,2,7,2,2,1,2017,3, ,2200,1,7,9,3, , , , 
4,1,58,2,2,6,5,5,1,2019,4,1,2400,1, ,22,4,1, , , 
3,1,48,8,2,5,12,11,1,2022,1, ,3500,3, ,23,1, , , , 
2,1,50,11,97,6,4,4,1,2015,3, ,2000,1, ,20,4,2, , , 
2,2,54,3,97,1,2,2,1,2018,1, ,1400,1, ,14,5, ,10,8,18
4,1,43,1,1,1,5,5,1,2023,1, ,1300,1, ,13,1, , , , 
2,1,54,5,2,5,9,5,1,2020,3, ,2200,2,7,7,4,1, , , 
3,1,44,1,1,1,3,3, , , , , , , ,8,5, ,2,7,5
3,1,48,2,2,3,8,4,1,2021,1, ,2000,3, ,13,1, , , , 
1,1,51,15, , , , ,1,2022,1, ,3500,1,9,11,5, ,10,19,3
1,1,31,1,1,1,3,3, , , , , , , ,13,1, , , , 
3,1,45,8,2,4,8,6,1,2021,5, , , , ,16,5, ,3,9,97
2,1,70,1,2,7,11,10,1,2013,1, ,3300,1, , ,4,1, , , 
4,1,56,1,2,5,11,7,1,2018,1, ,2400,1, , ,4,2, , , 
4,1,34,4,1,1,4,4,1,2019,1, ,3000,1, ,20,4,1, , , 
3,1,54,8, , , , ,1,2020,2, ,2000, , ,1,1, , , , 
1,1,40,17,2,3,10,7,1,2022,1, ,1000, ,5,8,5, ,10,4,11
1,1,45,8,2,5,10,5,1,2013,1, ,1600, , ,18,5, ,5,3,19
2,1,58,16,97,1,5,5,1,2016,3, ,2000,1,5, ,4,2, , , 
1,1,40,1,2,4,8,8,1,2019,1, ,3000,3, ,13,1, , , , 
2,1,53,8,2,6,8,6,1,2018,1, ,3000,1, ,1,1, , , , 
4,2,36,3,2,4,6,99,1,2017,3, ,1600,1, , ,2, , , , 
3,1,42,11,2,3,5,5,1,2022,5, , , , ,23,5, ,2,1,8
1,1,50,8,2,6,6,4,1,2021,1, ,3000,1, ,7,1, , , , 
1,2,35,1,2,2,6,4,1,2020,1, ,2000,1, ,7,4,2, , , 
1,1,49,1,2,2,7,3,2,2019,3, ,2400,2,5,10,4,2, , , 
2,2,47,3,2,5,5,1,2,2023,2, ,3000,1, ,13,1, , , , 
4,1,52,8,2,6,10,7,1,2020,4,1,2000, , ,13,1, , , , 
2,1,55,9,2,6,11,8,1,2022,5, , , , ,8,5, ,2,5,3
4,1,40,1,2,4,8,8,1,2021,3, ,2200,1,9,26,5, ,3,15,2
1,1,54,13,2,7,6,6,1,2013,1, ,1600, , ,16,4,1, , , 
3,1,54,1,2,5,5,4, , , , , , , , ,3, , , , 
1,1,52,8,2,6,10,10,1,2015,1, ,5001,1, ,2,4,1, , , 
3,1,52,2,2,5,7,7,1,2015,3, ,2200,1,9,13,1, , , , 
2,1,45,7,2,5,9,7,1,2023,1, ,1600,1, ,9,4,1, , , 
2,2,59,1,2,7,5,1,1,2013,1, ,3300,1, , ,1, , , , 
3,1,48,11,2,5,9,6,1,2022,1, ,3800,1,7, ,4,1, , , 
2,1,72,7,2,7,1,1,2,2015,3, ,2200,1,5,21,3, , , , 
4,2,51,1,2,6,10,4,2,2022,1, ,2400,1, ,9,4,2, , , 
1,1,65,8,2,6,8,4,1,2021,4,1,2400,1, ,9,1, , , , 
4,2,44,1,2,5,12,98,1,2021,1, ,3500,1, ,23,1, , , , 
3,1,50,11,2,5,5,3,1,2022,1, ,1600,1, ,11,3, , , , 
2,1,44,1,2,5,10,7,2,2016,1, ,2000, , ,25,1, , , , 
4,1,60,8,2,6,8,5,2,2022,1, ,1000, ,5,30,3, , , , 
3,1,62,3,2,6,11,10,1,2015,2, ,2000, , ,7,4,1, , , 
2,1,46,8,2,5,10,7,1,2013,3, ,2000,1,7,25,3, , , , 
1,1,70,8,2,7,4,3,1,2013,1, ,3000,1, ,8,1, , , , 
2,1,63,1,2,7,4,3,2,2020,1, ,3600,1, ,22,4,1, , , 
1,2,54,1, , , , ,1,2013,1, ,1000, ,5,20,1, , , , 
2,1,41,1,1,1,3,3, , , , , , , ,20,4,1, , , 
4,1,74,4,2,7,6,3,1,2018,3, ,2000,1,5,20,1, , , , 
4,2,44,8,2,5,7,98,1,2022,1, ,3600,3, , ,4,1, , , 
3,1,34,1,1,6,2,2,1,2022,1, ,1600,1, ,17,1, , , , 
2,1,55,3,2,6,7,5,1,2016,3, ,2000,1,5,24,3, , , , 
3,2,50,1,2,5,6,3,1,2015,3, ,2000,1, , ,4,1, , , 
3,1,52,1,97,6,4,4,1,2018,1, ,2000,1,5,26,4,1, , , 
2,1,60,8,2,7,10,6,1,2013,1, ,3800,1, ,8,1, , , , 
1,1,66,2,2,7,7,5,2,2014,4,1,2000, , ,8,4,1, , , 
1,1,70,8,2,7,5,4, , , , , , , ,9,3, , , , 
4,1,45,4,2,5,5,4,1,2013,3, ,2000,2, ,11,5, ,4,2,19
2,1,54,2,2,5,7,7,1,2013,1, ,1600, , ,22,1, , , , 
2,1,43,2,1,1,4,4,2,2021,1, ,1000, ,5, ,4,2, , , 
4,1,68,8,2,7,5,4,2,2022,1, ,3300,3, ,25,1, , , , 
2,1,49,8,2,5,11,7,2,2015,3, ,2900,1,9,20,4,1, , , 
4,1,49,1,2,4,12,4,1,2017,1, ,2000, , ,13,4,1, , , 
3,1,42,15,2,4,4,4,1,2017,3, ,2000,1,5,16,4,1, , , 
4,1,63,9,2,6,6,3,1,2018,1, ,2500,1, ,24,4,1, , , 
1,1,48,10,2,5,6,6,1,2016,3, ,2000,1,5,5,1, , , , 
1,1,73,8,2,2,1,1,1,2013,1, ,2500,3, ,28,1, , , , 
1,2,40,11,2,4,11,8,1,2016,1, ,5000,3, ,6,1, , , , 
2,2,55,2,2,6,6,5,1,2013,1, ,1600, , ,25,4,1, , , 
2,1,47,8,2,5,7,5,2,2019,2, ,2000, , ,22,2, , , , 
1,1,54,13,2,6,4,4,1,2022,2, ,2000, , ,20,4,1, , , 
3,1,58,10,2,7,6,3,2,2013,1, ,2000, , ,13,1, , , , 
2,1,40,8,2,4,7,7,1,2020,3, ,2200,3,7,13,1, , , , 
1,1,54,2,97,1,2,2,1,2020,1, ,1800, , ,18,1, , , , 
1,2,29,15,1,1,3,3, , , , , , , ,9,1, , , , 
2,1,74,2,2,7,2,2, , , , , , , ,22,1, , , , 
1,2,29,8,1,1,3,3,2,2023,4,1,1600,1, ,21,3, , , , 
4,2,66,8,97,1,4,4,2,2017,1, ,2000,1, ,16,1, , , , 
1,1,40,12,2,2,10,6,1,2021,1, ,3300,1, ,30,1, , , , 
2,1,70,8,2,7,13,6,1,2018,1, ,2000,1, ,7,1, , , , 
3,2,38,2,2,5,6,2,1,2014,3, ,2400,2,7,10,1, , , , 
4,1,41,16,1,1,3,3,2,2013,1, ,1600, , ,22,1, , , , 
4,1,60,8,2,6,5,3,2,2020,1, ,3200,1, ,7,4,1, , , 
3,1,44,13,2,5,8,4,1,2020,1, ,2000,1,5,20,4,1, , , 
3,1,63,11,2,7,5,3,2,2015,1, ,1500, , ,1,1, , , , 
3,2,60,11,1,1,3,3,1,2023,1, ,1200,1, ,1,4,1, , , 
3,1,51,11,2,6,5,5,2,2018,3, ,1600, , ,18,4,1, , , 
4,1,52,3,2,5,5,5,2,2013,2, ,2700,1,11,9,5, ,8,3,5
4,2,45,1,1,1,4,4,1,2017,1, ,1400,1, ,20,4,2, , , 
4,2,40,1,1,6,8,2, , , , , , , , ,1, , , , 
3,1,51,8,1,1,10,10,2,2020,2, ,2700,1, ,13,5, ,8,3,2
2,1,52,7,97,5,4,4,2,2022,3, ,2500,2,7,20,4,1, , , 
2,1,64,12,2,7,5,3,1,2013,1, ,2000, , ,16,4,1, , , 
2,2,35,8,2,4,7,1,1,2022,1, ,2000,1, , ,1, , , , 
3,1,39,10,2,4,7,6,1,2013,2, ,2000, , , ,1, , , , 
1,1,41,14,2,4,11,11,1,2019,1, ,3800,1,7,18,4,2, , , 
2,2,49,8,2,2,6,3,2,2021,1, ,2000, , ,26,1, , , , 
3,2,59,8,1,1,7,7,1,2015,4,1,2400,1, ,1,5, ,1,4,19
3,1,33,2,1,1,2,2,1,2016,3, ,1500,1, ,8,4,1, , , 
3,1,45,9,2,6,6,4,2,2016,2, ,2000, , ,8,5, ,4,3,9
4,2,53,1,2,3,6,98,1,2016,2, ,2000,1, ,8,1, , , , 
2,1,70,8,2,6,7,5, , , , , , , ,30,4,1, , , 
3,1,59,14,2,5,5,3,1,2013,1, ,2400,3, ,8,4,1, , , 
4,2,44,8,2,5,5,2,1,2013,1, ,1600, , ,17,1, , , , 
1,1,52,1,2,6,9,9,2,2015,1, ,2000, , ,16,1, , , , 
3,1,48,8,2,5,7,5,2,2018,3, ,2200,1,9,9,3, , , , 
4,1,49,1,2,5,6,6, , , , , , , , ,1, , , , 
3,1,67,1,2,7,4,4,1,2014,1, ,1000, ,5,19,1, , , , 
3,1,67,8,2,6,7,5,2,2020,3, ,2200,1,9,17,3, , , , 
4,1,41,1,2,4,11,5,1,2021,1, ,2000,3, ,16,1, , , , 
4,1,46,1,2,4,3,2,1,2022,3, ,2200,1,8,15,4,1, , , 
3,1,41,1,2,4,7,3,1,2015,1, ,2000, , ,30,4,1, , , 
3,1,71,8,2,7,4,3,2,2018,3, ,2000,1,5,1,4,1, , , 
3,1,50,12,2,5,5,5,1,2014,1, ,2000, , ,20,4,1, , , 
2,1,50,16,2,5,8,8,2,2015,3, ,2200,1,7,30,4,1, , , 
4,1,47,1,2,3,7,5,1,2020,5, , , , ,30,5, ,3,17,2
4,2,29,8,2,5,3,3,2,2022,1, ,1800, , , ,1, , , , 
3,1,40,6,1,1,4,4,1,2019,1, ,2400,1, ,7,1, , , , 
2,1,42,8,2,5,10,5,1,2015,2, ,2000, , ,30,4,1, , , 
3,2,53,1,97,6,5,5,1,2014,1, ,2000, , ,7,1, , , , 
3,2,45,9,2,5,7,3,1,2017,1, ,1000, ,5,25,4,1, , , 
1,1,51,14,2,5,7,7,1,2021,3, ,3000,2,7,7,1, , , , 
3,1,40,8,2,4,10,5,1,2020,1, ,3800,1,7,26,5, ,5,9, 
2,1,53,9,2,6,6,6,2,2024,1, ,2500,1, ,13,4,2, , , 
3,1,40,2,2,5,6,3,1,2020,1, ,2500,1, ,13,1, , , , 
3,2,31,8,1,6,10,3,1,2019,1, ,1000, , , ,1, , , , 
3,1,45,8,2,6,6,5,1,2019,1, ,1400,1, ,16,4,1, , , 
3,1,65,8,2,7,4,3,1,2017,1, ,1600, , ,30,1, , , , 
4,1,56,8,2,6,8,8,1,2019,1, ,2500,1, ,13,4,1, , , 
4,1,50,5,2,5,10,10,1,2014,2, ,2000, , ,8,1, , , , 
2,1,63,11,2,7,6,5,1,2020,3, ,2200,1,7,24,1, , , , 
3,1,53,11,1,1,4,4,1,2014,3, ,2000,1, ,9,1, , , , 
3,1,53,1,2,5,6,4,2,2022,3, ,1700, , ,21,5, ,2,5,3
4,2,55,1,97,1,5,5,2,2021,4,1,1800,1, , ,6, , , , 
4,1,60,2,2,6,6,5,1,2014,1, ,3000,1, ,20,4,1, , , 
3,1,50,2,2,5,4,3,2,2015,1, ,2000, , ,25,1, , , , 
2,1,64,1,2,7,4,4,1,2014,3, ,2000,1,7,25,1, , , , 
2,1,54,8,2,6,7,5,2,2023,4,1,1600,1, ,13,4,1, , , 
2,1,56,1,2,6,10,6,1,2013,1, ,3000,1, ,2,4,1, , , 
4,1,54,3,2,6,5,3,2,2022,3, ,2000,1, ,16,3, , , , 
4,1,41,8,2,5,4,3,2,2017,3, ,2000,1,5, ,1, , , , 
1,1,46,8,2,5,6,4,1,2013,1, ,1600, , ,97,4,1, , , 
3,1,65,8, , , , ,2,2019,3, ,1700,1, ,29,3, , , , 
4,1,39,8,2,4,4,4,1,2018,3, ,2000,1, ,9,4,1, , , 
4,1,56,8,2,6,7,5,1,2019,1, ,1600, , ,1,1, , , , 
3,1,39,6,2,5,4,3,1,2013,1, ,1600, , ,30,1, , , , 
4,1,62,8, , , , ,1,2018,1, ,2400,1, , ,1, , , , 
4,2,53,8,2,6,7,3,1,2014,3, ,2000,1,5,17,4,2, , , 
3,1,41,8,2,4,5,4,1,2016,1, ,1600,1, ,21,4,1, , , 
1,2,49,4,2,6,5,3,2,2023,1, ,2500,1, ,22,1, , , , 
4,1,50,12,1,1,5,5,1,2016,1, ,3000,1, ,25,1, , , , 
4,1,56,1,2,6,5,5,1,2021,1, ,3000,3, ,21,4,2, , , 
2,2,41,3,2,5,5,3,1,2014,1, ,2400, , , ,4,1, , , 
1,1,45,1,2,4,5,5,1,2018,1, ,2000,1,5,25,1, , , , 
1,1,60,3,2,6,5,5,1,2014,1, ,2000, , ,17,1, , , , 
4,1,67,8,2,6,12,3,1,2020,1, ,1600,1, ,7,1, , , , 
3,1,61,8,2,6,5,5,2,2020,3, ,3000,3, ,17,1, , , , 
2,1,65,1,2,6,99,6,1,2015,3, ,2000,1,5,13,4,1, , , 
4,1,41,8,1,1,12,12,2,2015,1, ,4000,3, ,6,1, , , , 
2,1,64,8,2,6,8,4,1,2021,3, ,2200,2,5,8,1, , , , 
3,1,50,2,2,5,8,6,1,2021,1, ,1600, , ,20,4,2, , , 
1,1,62,8,2,6,10,4,2,2020,3, ,2000,1,5,13,1, , , , 
2,1,30,1,1,1,11,11,2,2013,1, ,2400,1, ,13,4,1, , , 
2,1,52,14,2,5,10,7,1,2014,1, ,2400,1, ,13,1, , , , 
3,1,46,2,1,7,99,3,1,2019,1, ,2400,3, ,13,1, , , , 
1,2,40,8,2,4,6,3,1,2020,4,1,1600, , , ,4,1, , , 
4,1,48,2, , , , ,1,2019,1, ,3300,1,9,20,4,1, , , 
2,1,51,1,2,5,8,8,2,2015,1, ,3600,1, ,2,1, , , , 
4,1,43,15,2,4,7,3,2,2021,4,1,1600, , ,19,4,2, , , 
2,1,70,12,2,7,6,6,1,2013,1, ,3800,1, ,5,1, , , , 
2,1,70,4,2,7,5,4,1,2020,2, ,2000,1,5, ,2, , , , 
2,1,74,1,2,7,5,2,1,2019,1, ,2500,1, ,25,1, , , , 
2,1,53,13,2,6,3,2,2,2013,1, ,2000, , ,30,3, , , , 
4,1,58,8,2,6,4,3, , , , , , , ,18,5, ,3,5,19
2,1,54,1,2,5,5,5, , , , , , , , ,4,2, , , 
2,1,52,1,2,5,4,4,1,2013,3, ,2200,1,7,30,4,2, , , 
1,2,45,17,2,5,12,2,1,2021,4,1,1600,1, ,17,4,2, , , 
1,1,66,8,2,5,10,5, , , , , , , ,14,4,2, , , 
4,1,49,1,2,6,8,5,2,2023,1, ,2000,1, ,13,1, , , , 
4,1,60,8,2,7,5,3,1,2019,3, ,3000,2,7,30,4,2, , , 
2,2,27,13,1,1,5,5,1,2017,1, ,2000,1, , ,5, ,19,8,4
2,1,40,1,2,3,8,6, , , , , , , ,8,5, ,11,7,14
4,2,41,15, , , , ,1,2014,1, ,1600, , , ,1, , , , 
4,1,57,14,2,6,10,8,1,2018,1, ,2400,1, ,17,5, ,7,4,3
2,1,65,4,2,7,7,3,1,2019,1, ,2400,1, ,26,4,1, , , 
2,2,42,4,2,3,7,2,1,2018,1, ,1500, , ,24,1, , , , 
1,1,59,11,2,6,6,6,2,2017,1, ,2400,1, ,7,4,2, , , 
1,1,45,8,2,3,13,13,1,2022,3, ,2200,3,8,2,1, , , , 
2,1,54,7,2,6,3,3,1,2018,3, ,3300,1,7,21,4,1, , , 
3,1,70,1,2,7,6,6,1,2017,3, ,1600, , , ,5, ,2,4,18
2,1,48,15,2,5,4,4,2,2020,1, ,2000, , ,20,1, , , , 
3,1,52,8,2,6,5,3, , , , , , , ,17,1, , , , 
3,1,42,8,2,5,11,3,1,2023,1, ,3500,1,7,21,4,1, , , 
4,2,47,8,1,7,4,3,1,2021,1, ,2500,3, ,2,1, , , , 
2,1,62,8,2,6,5,4,1,2023,1, ,2000,1,5,26,4,2, , , 
1,1,50,17,2,6,6,3,1,2015,2, ,2000, , ,19,2, , , , 
4,1,45,1,2,3,8,4,2,2023,3, ,2000,1,5,1,4,1, , , 
1,1,59,5,2,6,7,5,1,2018,1, ,2000, , ,20,4,1, , , 
4,1,44,8,2,5,6,6,2,2021,1, ,3300,3, ,13,4,2, , , 
1,1,50,8,2,3,12,11,1,2016,1, ,3600,1, ,13,1, , , , 
4,1,35,1,1,6,3,2, , , , , , , , ,4,2, , , 
2,1,72,8,2,7,11,9,1,2014,3, ,2200,1,5,30,4,2, , , 
4,2,46,15,2,6,9,2,1,2019,3, ,2000,1,5,25,4,2, , , 
1,1,59,8,97,1,5,5, , , , , , , ,6,3, , , , 
2,1,54,1,97,5,6,6,1,2013,3, ,1600,1, ,21,5, ,3,10,9
3,1,66,8,2,7,7,6, , , , , , , ,30,3, , , , 
1,1,55,1,2,6,6,4,1,2020,1, ,1300, , ,5,1, , , , 
1,1,57,8,2,6,5,99,1,2013,2, ,2000, , ,29,4,1, , , 
4,2,64,10,2,7,10,7,1,2022,4,1,1800,1, , ,4,1, , , 
1,1,54,1,2,5,10,10,1,2022,5, , , , ,23,1, , , , 
1,1,53,1,2,4,2,2,1,2021,3, ,2200,1,7,11,1, , , , 
2,1,60,8,97,1,2,2,1,2018,1, ,1600, , ,30,1, , , , 
1,2,66,8,2,7,6,2,2,2023,3, ,2000,1, ,29,4,1, , , 
2,1,50,8,2,3,10,4,1,2022,5, , , , ,6,5, ,3,5,8
4,1,68,12,2,7,4,2,1,2016,1, ,3000,1, ,1,4,2, , , 
1,1,55,3,2,6,10,5,1,2018,3, ,2000,1, ,13,4,1, , , 
2,2,48,15,2,6,8,2,1,2015,1, ,1000, , ,2,1, , , , 
4,1,69,1,2,6,11,11,1,2016,1, ,2000,3, ,29,4,2, , , 
2,1,52,10,2,3,5,3,1,2017,4,1,1600, , ,29,5, ,4,2,19
3,2,45,8,1,1,4,4,1,2018,1, ,2000,1, , ,4,2, , , 
4,1,68,8,2,7,5,4,1,2013,1, ,2400,1, ,1,1, , , , 
4,1,33,1,1,1,3,3,2,2019,4,1,2000, , ,22,1, , , , 
3,1,64,1,2,7,11,4,2,2023,1, ,2000, , ,29,4,1, , , 
1,1,44,8,2,4,7,6,1,2019,3, ,2000,1, ,17,1, , , , 
4,2,62,1,2,7,4,4,2,2014,1, ,3300,1, ,17,1, , , , 
4,2,40,1,2,5,2,99,1,2015,3, ,2200,1,6, ,4,2, , , 
1,1,44,8,2,5,10,10,1,2020,1, ,3800,3, ,8,4,2, , , 
4,2,59,8,2,6,8,3,1,2017,1, ,1000, , ,16,1, , , , 
1,1,66,1,2,6,8,6,2,2016,1, ,2000, , ,20,4,1, , , 
2,1,49,8,2,3,7,7,1,2014,4,1,1800,1, ,22,4,1, , , 
3,2,61,12,2,7,6,4,2,2020,1, ,1600, , ,25,4,1, , , 
2,2,54,8,2,3,5,2,1,2018,1, ,1600,1, ,25,4,1, , , 
1,1,52,10,2,5,7,4,1,2015,3, ,2000,1, ,21,5, ,19,2,10
2,1,55,8,2,6,11,5,1,2023,4,1,1600,1, ,9,4,2, , , 
4,1,33,8,1,1,7,7,1,2017,4,1,1600,1, ,16,4,1, , , 
3,1,46,8,2,5,7,3,1,2021,1, ,3300,1, ,9,1, , , , 
3,1,58,2,2,5,11,9,1,2021,3, ,2200,1,9, ,5, ,5,3,17
1,1,63,8,2,7,6,6,1,2018,1, ,2000,1,5,25,1, , , , 
2,1,36,5,1,1,4,4,1,2013,1, ,1600, , ,6,3, , , , 
2,2,57,1,1,1,1,1, , , , , , , ,16,5, ,4,9,3
3,1,42,8,2,2,12,7,1,2014,3, ,2000,1, ,21,4,1, , , 
3,1,37,8,2,4,11,7,1,2021,1, ,2000,1, ,1,1, , , , 
4,1,43,9,2,5,8,8,1,2017,3, ,2000,1, ,3,3, , , , 
4,2,41,15,2,5,7,2,2,2018,1, ,1000, ,5,17,1, , , , 
2,1,40,1,2,2,3,3,2,2019,1, ,1800,1, ,13,1, , , , 
4,1,35,1,1,1,3,3,1,2016,1, ,1000, ,5,26,4,1, , , 
1,2,20,12,1,4,10,1, , , , , , , ,2,3, , , , 
4,2,36,2,2,2,7,98,2,2021,1, ,1600, , , ,1, , , , 
4,1,49,12,2,5,11,5,2,2023,4,1,2400,1, ,2,1, , , , 
1,1,54,12,97,5,10,7,1,2016,1, ,3200,3, ,13,1, , , , 
4,2,38,11,2,4,9,2,1,2015,3, ,2000,1, ,22,3, , , , 
4,1,61,3,2,7,5,3,1,2018,3, ,2200,1,5,17,1, , , , 
3,1,44,15,1,1,3,3,2,2023,1, ,3300,3, ,1,1, , , , 
2,1,43,4,97,6,4,3,2,2016,3, ,2000,1, ,30,4,1, , , 
3,1,50,15,2,5,9,7,1,2013,1, ,2000, , ,8,1, , , , 
2,1,44,8,2,5,8,5,1,2017,1, ,3000,1, ,7,4,2, , , 
3,1,53,5,2,6,10,7,1,2013,1, ,3300,1, ,8,1, , , , 
1,1,54,7,2,6,11,7,2,2018,1, ,2000, , ,17,4,1, , , 
2,1,47,11,2,3,4,2,2,2015,1, ,1000, ,5,30,1, , , , 
2,2,35,8,2,2,7,3,2,2021,1, ,3500,1, ,13,1, , , , 
4,1,48,15,2,5,7,3,1,2022,4,1,1600,1,6,20,4,1, , , 
2,1,38,8,2,5,5,4,1,2020,1, ,2000, , ,29,4,2, , , 
2,2,41,8,97,5,9,3,1,2013,1, ,1600, , ,20,4,2, , , 
3,1,57,2,2,6,7,5,1,2017,1, ,3000,1, ,1,4,2, , , 
3,1,66,10, , , , ,2,2021,1, ,800, , , ,1, , , , 
4,1,33,4,1,6,10,3,1,2019,5, , , , ,9,5, ,2,9,3
4,1,54,2,2,5,8,8,2,2013,1, ,1600, , ,25,4,2, , , 
2,1,63,8,2,2,5,5,1,2023,3, ,2000,3, ,29,4,1, , , 
1,2,49,8,1,7,11,10, , , , , , , ,30,4,1, , , 
4,1,63,8,2,7,8,7,1,2019,3, ,2200,1,9,8,4,1, , , 
2,1,52,1,2,6,11,4,2,2020,3, ,3000,1,7,24,1, , , , 
2,1,47,1,2,5,10,6,1,2014,3, ,2000,3, ,2,4,2, , , 
2,2,31,12,1,6,2,98,2,2023,1, ,2200,1,5, ,1, , , , 
2,1,54,8,2,6,9,7,1,2018,1, ,2500,1, ,7,1, , , , 
3,1,72,13,2,7,10,10,1,2020,1, ,2500,3,5, ,1, , , , 
2,1,58,10,97,6,11,10,1,2013,3, ,2000,1,5,30,3, , , , 
3,1,49,9,2,5,6,4,1,2021,1, ,2200,1,5,5,1, , , , 
2,2,55,8,97,6,13,12,1,2014,1, ,2000,1, ,9,1, , , , 
4,1,62,1,2,6,7,6,1,2015,1, ,2000, , , ,6, , , , 
2,1,58,14,2,6,6,6,2,2016,4,1,2400,1, ,1,4,1, , , 
3,1,43,8,2,3,8,4, , , , , , , ,11,1, , , , 
3,1,61,11,2,6,4,1,1,2013,1, ,3000,1, ,22,4,2, , , 
2,1,49,3,2,3,6,5,2,2020,1, ,2700,1, ,29,4,1, , , 
4,1,39,15,2,2,9,6,1,2016,3, ,2000,1,7,9,4,1, , , 
4,2,52,1,2,6,10,6,1,2013,3, ,2200,2,7,13,4,2, , , 
3,1,52,1,2,6,10,7,1,2020,1, ,2500,1, ,9,1, , , , 
1,1,57,4,2,6,10,6,1,2022,4,1,2000, , ,20,4,1, , , 
4,1,61,1,2,6,12,12,1,2019,1, ,3800,3, ,8,4,2, , , 
3,1,53,1,2,5,4,2,2,2014,1, ,2000, , ,21,4,2, , , 
4,1,53,2,2,5,10,2,2,2018,3, ,2000,1, ,23,3, , , , 
3,1,52,1,1,7,2,2,1,2016,3, ,2000,1, ,13,4,2, , , 
3,1,62,3,2,6,10,4,1,2015,4,1,2400,1, ,29,4,1, , , 
3,1,73,16,2,7,13,13,1,2015,2, ,2000, , ,16,2, , , , 
2,1,72,8,1,1,3,3,2,2020,3, ,2000,1, ,13,1, , , , 
2,1,59,1, , , , ,2,2016,1, ,3000,3, ,16,1, , , , 
2,2,39,1,2,4,6,1,2,2022,3, ,1700,2, ,1,4,2, , , 
1,1,61,5,2,7,10,10,1,2018,3, ,2200,2,5,13,5, ,14,11,17
3,2,53,14,1,1,2,2,1,2015,1, ,1600, , , ,1, , , , 
2,1,58,8,97,7,10,5,1,2013,3, ,2200,1,7,22,4,2, , , 
3,1,63,1,2,7,5,5,2,2022,2, ,3000,1, ,8,4,2, , , 
4,1,60,8,2,7,11,11,1,2018,1, ,2000, , , ,5, ,8,4,3
3,1,34,10,2,2,5,3,1,2023,3, ,2000,1, ,30,5, ,17,4,18
2,1,30,8,2,2,9,4,2,2015,1, ,1600, , ,20,4,1, , , 
4,1,47,8,2,5,7,5,2,2022,3, ,2000,1, ,10,3, , , , 
2,2,59,15,2,6,7,3,2,2020,1, ,2000,1, , ,1, , , , 
2,2,63,1, , , , ,1,2013,1, ,3300,1, ,1,1, , , , 
3,1,47,12,2,6,6,6,1,2013,2, ,2200,1, ,13,1, , , , 
2,1,47,12,2,5,3,2,1,2014,1, ,1000, ,5,25,1, , , , 
3,1,44,3,2,5,11,11,1,2020,3, ,2200,2, ,25,3, , , , 
1,1,44,11,2,5,5,4,1,2015,1, ,2000, , ,5,1, , , , 
2,1,47,1,2,5,7,3,2,2018,3, ,2900,2,7,29,4,2, , , 
2,1,39,8,2,3,7,3,1,2019,1, ,2000,1, ,26,4,2, , , 
3,1,55,7,2,6,7,5,1,2017,1, ,1000, , ,23,1, , , , 
3,1,68,6,2,7,7,5,1,2019,1, ,1600,1, ,7,1, , , , 
4,1,68,2,2,7,2,2, , , , , , , ,7,3, , , , 
3,1,54,9, , , , ,1,2019,1, ,2400,1, ,24,1, , , , 
4,1,52,14,2,6,8,8,1,2023,5, , , , ,9,4,2, , , 
2,1,52,1,2,5,7,7,1,2018,1, ,2000, , ,2,1, , , , 
3,1,32,14,1,1,6,6,2,2022,2, ,2000, , ,11,3, , , , 
4,1,52,8,2,5,99,98,2,2013,1, ,4600,1, ,14,1, , , , 
4,1,49,1,2,5,5,5,2,2018,3, ,2200,1,7, ,4,1, , , 
